doc_id,text,human_labelled
2669,Grade 7 trip to Queen Elizabeth Island. The memories of all the activities with friends seem to come back. It was a time of relaxation and fun.,
2670,"Moments and memories of a past relationship tend to surface. Moments of usually very positive emotion, often vivid in colour and somewhat audible. Often linked to settings only experienced once, with very definitive landmarks.",
2671,Riding a tube behind a boat with my girlfriend and her turning to me and telling me how grateful she is to have met me.,
2672,"Remembering going to a concert (e.g. the artist, the venue, things that happened) or remembering a funny event that happened during the school year with my friends.",
2673,"I had the memory of school life from the past.  Activities includes, sports day, winter dance, homecoming, etc. I also remember things I did with my friends from the past.",
2674,not applicable,
2675,I usually remember beautiful moments with my boyfriend. Especially when we aren't together physically.,
2676,"a school theatre performance that my group and I worked really hard on in grade 10. A sudden recollection came to me on the performance day, and what we did, the music we played, the direction of the performance.",
2677,I was thinking about a deceased family member. I remembered how we had fun together and what we did.,
2678,I remembered a camping trip with my family,
2679,Going to the park as a kid,
2680,The memory I had was of meeting my first ever university friend. We were at a o-week event and we played at the park together. There was also a water park and we ran through the water together holding hands.,
2681,When I was 5 years old I went on a vacation with my family and the maids who cleaned our rooms always left the towels in the shape of animals. Now sometimes when I see towels I think of that the ones that were put out on vacation.,
2682,waves crashing onto the shore. sun reflecting off blue water. warm air,
2683,"Memory of talking to my girlfirends mom. She was good looking very nice, and had a polish accent. We talked about thanksgiving.",
2684,Reading with my grandma,
2685,"I recall being young mabye 3-5 years olds, and playing in the snow with my sister. I have never enjoyed being cold, but my parents made it such a good experience, they made hot choclate and all sorts of unique snow games, this happened right around when I was going into school.",
2686,I have a recurrent recollection of particular memories with a past friend with whom i had a romantic attraction but am no longer close with. The memories are mundane but frequent and occur at random throughout the day.,
2687,"It felt like a vision, I started to see the inside of my old house and remembered doing very mundane things inside with my family. Things like; playing with my dogs in the backyard, christmases in the living room, getting tucked in at night, etc.",
2688,the good times I had with a really good friend that I barely talk to.,
2689,Can't remember off the top of my head as there has been countless of them.,
2690,The memory is about when I was in grade 12 with a group of my friends and we were just roaming around the halls and doing fun stuff together at school.,
2691,Memory of going to beach with my family when I was 3,
2692,"Recently, many of my recollections have been about my time spent in high school with all my friends from back home. I specifically remember everyone sitting around during our break time together, having a lot of fun and enjoying each other's company. The recollections are very vivid and detailed, making me feel as though I am back in that classroom with my friends.",
2693,the memory was a pleasant on from my childhood.,
2694,it was a memory of when i went to a volleyball camp in serbia. It was more of the feeling that popped into my head than the actual events that took place. It was a warm happy feeling that I felt that went along with the memory of meeting these knew people and becoming friends with them at this volleyball camp.,
2695,It is a funny memory involving something I said to my family when I was younger. It was in a situation where I was supposed to be quiet.,
2696,"When I was little and at the supermarket with my mom, I wanted to buy a pencil (not from the store, but the area in between the 2 front doors). My mom wouldn't buy it, obviously. Then an old man came up to us and offered to buy me one. The pencil had a pattern of horses on it and a flower shaped eraser on top.",
2697,Hanging out with my closest friends,
2698,childhood memories of my brother and I.,
2699,The memory was about a boy I had feelings for but stopped talking to about a year ago. We were hanging out at a restaurant and talking.,
2700,"the memory that I recalled was of a friend's party that happened last year. it was her birthday party and everyone was really happy. I was the co-host of the event as she is my best friend. I remembered all the fun we had, the games we played, how some people got drunk and all the crazy memories that were created that night.",
2701,I remember the times when I went on vacation with my extended family. I recall the memories we had and the activities we did together while on vacation. I recalled my childhood with them and even remembered the jokes that were said together. It makes me miss those times with my family and friends.,
2702,"The memory takes place in grade 9, when I first met my two best friends. We were walking down a hallway and one went on ahead to drink water from a nearby fountain. When they returned, they seemed to be in a slight panic and was gesturing that a bug was by the fountain. Before I could register the situation, my other friend correctly claimed that there was a fly by the fountain.",
2703,My friend face planting at a drive-thru of a Tim Hortons after a Canada's Day party,
2704,"Random glimpses of past encounters with other individuals occurring at least once a week. 3-4 seconds of clear visual and auditory memory of past events with friends, and family. These memories are not necessary important or hold any significance in my life. These memories are memories that make me happy.",
2705,Remember the childhood time spent with my grandmother.,
2706,I had a recollection of a random day I had at home with my family when I was happy. We were all laughing. I remember thinking how I will miss them so much when I am away from them.,
2707,My memory involves a new group of friends I made over the summer. It includes the times that we all hung out before school started as we all go to different schools. I remember all the events we went to and all the adventures we had.,
2708,"I frequently think about how much fun I had at my prom this year. I can still remember getting ready, taking pictures with my friends, eating dinner together, and dancing on the dance floor all night. I can even remember some of the songs that I danced to.",
2709,When I was younger my mom would drain the water from pasta over the sink and her glasses fogged up and then she smiles at me,
2710,The nerf gun war on the last day of school played by my batch,
2711,"My memory was leaving my house for the first time, going ahead to University. Since a month has passed by since I left home, I am always surprised believing that a kid like me is currently not living with his parents. This usually happens every year after the day of a month after the first day of school occurs, I always have recollection of me just in absolute awe that I have made it this far in life, and yet I have a long journey to come.",
2712,"fun weekend with the family, having fun, road trip, relaxing, crazy night",
2713,This does not make any sense.,
2714,Being in Mexico With my family on a family trip a few years ago,
2715,"The recollections vary, and there is not one that occurs more than others. Some of them are of the time I have spent with my family in Italy, with past or current boyfriends, or of experiences with my friends. Some are memories that are not particularly pleasant, but occur when I am feeling upset.",
2716,graduation,
2717,"i often recollect being in high school again and sitting in class with my friends back home. Then walking back, doing my same routine and pathway from the bus stop to my house. Going home and laying down on my bed - Feeling comfort and familiarity.",
2718,"I remember In my second year of high school that my friend wanted these candies, so at break I went to the plaza to buy them, however, I didn't get to see her that break in person, so instead, during class, I told her I could put them in her locker, so she texted me her locker combination, and I went to her locker and put them in.",
2719,I was with a group of friends and it consisted of a conversation. The conversation reminded me of a conversation I had with a few other friends back home.,
2720,"Memory when I was younger around 8 years old, that is not even in this country",
2721,My most frequent recollection is of me and my grandmother at our family cottage in Newfoundland. We are walking along the rock beach at the base of our property on the Bay of Islands. She is helping me walk across large rocks that have been made slippery by salt water and kelp growth.,
2722,I believe it was yesterday that I had my most frequent recollection. My friend and I had just gotten our WAT cards and he was saying something about his picture and then a memory of another friend taking a photo back in like the 6th to 7th grade popped into my head.,
2723,Meeting someone,
2724,Remembering a defining moment in my friends life that occurred about 6 years ago. It is the first time he had drank alcohol and every time we are in a social situation with alcohol this recollection comes back to me decently often.,
2725,"I was young, smiley, and bubbly, as any little girl would be. I was running through the park, going down the slide as my parents smiled and cheered my name while I climbed the monkey bars. However, I slipped and hurt my arm and the other kids ran up to me quickly to ask if I was okay.",
2726,i was sitting on my boyfriends truck and looking over the champlain lookout,
2727,"A memory that comes to mind is about a baseball practice I attended. Part of the team had enjoyed a party the day before, and we ended up running for showing up to practice while showing effects of that party. This memory has reoccured a few times in my head.",
2728,THE TIME SPENT WITH MY ENTIRE FAMILY AND FRIENDS BACK IN INDIA,
2729,My only memory with my grandfather before he passed away. I was 7 and he was holding my hand and singing to me.,
2730,"Travelling with my parents on car trips and listening to them for hours talking about their past and imagining them in my head.  This had been right after the death of many of my mother's family members all at once so she was describing her memories of them to me as we drove out to our destinations. I was half paying attention, imagining her story but also starting to drift off in the car.",
2731,"During my last year of high school, my basket ball team made it to provincials for the first time. I was more of a bench player but was given the opportunity to play in the game that secured us to play at provincials. I played the best I ever had in that game, and felt an incredible amount of pride in my performance.",
2732,Memories from sporting events or memories with friends,
2733,"I would spontaneous;y think of memories of my friends and hanging out with them during our last weeks of high school together. There was no specific trigger as far as I know, but at times, the memories of us going to the mall pop up, and instances from that trip play in my head.",
2734,"In grade 12 English class, there was a certain person in my class that at the time I wasn't interested in. Later on I became interested and all I could remember was a class we were both in in grade 11. World History class and we were both in the same group for a project. I developed pretty intense feelings for this person and us together in that class in something that popped up very often.",
2735,a memory from my childhood with my best friend at the time.,
2736,Going on vacation with my family. We went to Europe. It was a great time.,
2737,"The recollection came when I was in my first lecture at uni. While the professor was speaking, I all of a sudden had a recollection of when I was in gym class in middle school and was amazed at how time went by so fast, as I could not believe that I was already in middle school.",
2738,"Playing catch with my father, and memories surrounding baseball and my dad. The first game we ever went too, the score of the game, the inning we left, the communication we had. Sitting in the stands and experiencing my first ever game with my brother and my dad, missing my father and thankful for our relationship, his impact on my family and the love of the game he passed onto me.",
2739,"Playing in a musical competition in the largest contest this instrument has to offer. Winning it was the a true highlight, and quite possibly the biggest achievement I had made at that point in my life, and an achievement that will likely never be accomplished again.",
2740,"Attending a concert with my brother called Rolling Loud, I imagine us in the crowd then behind the stage. The concert took place in Miami, Florida.",
2741,"My sister and I are in a car listening to our favourite band. We are on our way to watch this band in concert. We arrive to the concert hall in Toronto and laugh, sing, dance, and cry a little the entire night.",
2742,I had had many situations where I felt that situation had happened before or that i was experiencing it a second time. This will occur in the exact moment i recall and that memory will consciously reappear in my head and i make the connect with. Whether it be a memory from a dream or real life it feels like I'm reliving that situation.,
2743,"sitting crossed legged in a open room. playing games with my friends around me, feeling like its one of the best moments of my life.",
2744,"In every corner you turned, a festoon of flowers concealed the scrubs of moss. The familiar sound of light-weight shoes hitting hard pavement and the melodic sound of children tittering filled the warm air. The pungent scent of hot iron still lingers on the pads of my fingers as I return from the schoolyard.",
2745,the most frequent recollection that has recurrently popped into my mind bye itself within the most recent year is the memory in Grade 12 during my 'Black History Month' performance. I had recollection of me performing in front of my school. I had created multiple dances and hand picked songs for February's 'Black History Month'.,
2746,"Walking back from a restaurant with a friend that I would like to grow a stronger friendship with. They walked back with me all the way, even when our other friends took different paths, which made me happy because I think it means they want to be my friend, too.",
2747,A recollection I experienced was about my dog when she was a puppy. It was about the first time I took her on a walk to a park. It was a warm and breezy summer day and I let her run around the grass. There was a lot of happiness associated with this recollection.,
2748,Leaving my house. Biking to a park on my scooter. Sitting on the tire swing. Scooting back to my house and falling down scrapping my knees.,
2749,They were all memories from home that occurred when I was in elementary school. One of them was about how my mom fed my brother and me pizza and juice while watching Rescue Heroes on TV on Saturdays.,
2750,A good memory with a pet I have had that previously passed away.,
2751,My twin brother and I playing basketball together in-front of our elementary school,
2752,"The memory of me, hanging out with my friends where a there was a really funny scenario.",
2753,Having a night picnic on a hillside watching lightning in the distance with a girl I was seeing.,
2754,Positive memories of several family vacations throughout my life,
2755,Sitting in the living room while my dad served me and my little brother dinner.,
2756,concerts,
2757,A few days ago I randomly remembered how at some point when I was younger my mom told me this person lived in these houses near this plaza went to. When I was at home I randomly thought it was my therapist that lived there and I was confused because I thought she lived somewhere else. She said it wasn't her but I remembered it was someone from her work. I was surprised I remembered this as it was from so long ago. m,
2758,I was having a lot of fun. The weather was amazing and there wasn't a worry in my mind. I never wanted the moment to end!,
2759,I went to look at a flower garden before visiting Marine Land with my family when I was a child.  My mother put me on the back of one of the deers which were begging for food.,
2760,My Dad and I playing baseball and how he taught me how to throw a baseball properly,
2761,"Since I am orientation leader, we cheer a lot and this recollection started from starting the cheer and dancing and having a fun time.",
2762,"Random thoughts and memories have entered into my head, normally when I am simply letting my mind wander",
2763,I recently recalled a childhoods memory in which me and my siblings were casually dancing and messing around (I seem to be around the age of 4-6 at the time of the memory). We were showing the dance moves to a close family relative.,
2764,"After recently ending a relationship, I have had several recollections of memories of that relationship. These memories that often pop into my mind include spending Christmas with his family and the happy time of year that it was. The memories revolve around family and joy.",
2765,Going to a park as a child,
2766,The memory of an old friend that I have not seen in a long time. I was in love with this friend for quite a while and I possibly have not fully moved on. Thus triggering one of my best memories with this individual.,
2767,PLAYING AND PERFORMED ON STAGE AT SCHOOL  WITH MY BEST FRIEND IN MY CHILDHOOD.,
2768,Hanging out with my old childhood bestfriend Going to her house Playing tag with her dad Me and my sister sleeping over at her house,
2769,"I remembered a routine a childhood friend of mine and I used to have whenever we spent time at my home. This routine consisted of making this very specific snack (ham and cheese on naan bread, grilled) and sitting at a computer chair and playing these specific computer games. The names I cannot recall but they involved dress-up, operation-type games, etc.",
2770,"it ususally happens with the kind of perfume. The instant I apply particular perfume, boom, I'm in that exact time and place.",
2771,"The memory is from a trip that I took to Greece when I was a boy with my father. We were staying on an island in a hotel overlooking a beach. One night at dusk, we walked along a road to a seaside restaurant where we had dinner on an outdoor patio with my cousins. While we were having dinner a fishing boat came in to dock by the restaurant with it's daily haul. I remember the ship's bell ringing, as a cool breeze swept over the patio from the sea where the sun was setting in the distance.",
2772,"The experience was very exciting, due to the fact that it was something I enjoyed. Since a similar thing happened in the past, I had more experience and knew how to act and what to do. It was a great experience and I would love for it to occur again.",
2773,"my dad used to sing me lullabies to sleep when I was young. This is not a surprising fact, but I had forgotten about this fact. One day I suddenly remembered it and it made me cry.",
2774,Fun times spent with school friends. Quality time spent with family. Cute stuff my dog does.,
2775,"When I was 5 years old and my uncle died, I was at his nine nights, the night before his burial and I remember seeing a lot of people around me in the courtyard. After leaving the celelbration I asked my mom why there were so many people in the courtyard and she said there weren't any people in the courtyard everyone was inside. My sister and I then came to the conclusion that those people were spirits.",
2776,"A trip to Toronto Zoo. Spend a whole day there. I had recollections of small details about that trip, the animal I saw, the people I was with.",
2777,Falling asleep in my grandparent's house after going grocery shopping. I sat down on the couch by the kitchen and instantly passed out for a few hours. I recall being served wonton after and eating them at the glass dining table in the kitchen with my grandfather in the seat at the head of the table with me beside him to his right.,
2778,"After a parade, my family was walking back to my car. We saw a sign saying they sold cats. Me and my siblings convinced my parents to get us a cat and they agreed. We were able to take home a cat that day.",
2779,"I remember myself at a party last year, singing a song typically not too mainstream yet it resonated with the people at the party as they start singing along. Yet, I was not too aware of the people around me when I began singing it, I remember feeling embarrassed and all my friends and I laughing along with others at the party. This happened a good year ago.",
2780,Running through a corn maze during fall back home.,
2781,traveling to Kenya. I think about it all the time when making decisions and processing my actions toward others and the environment. I think of specific people that I met or activities that we participated in.,
2782,I was at dinner at my grandparents house. My grandpa went to shake the ketchup bottle but the lid popped off. Ketchup flew onto the walls and his face.,
2783,"Overall, the time I used to spent with my family and friends where I was in my hometown.",
2784,"A childhood memory of me sleeping over at a friend's house for the first time. I tried broccoli for the first time there, as well as got to meet the family bird. Later in the evening, just before going to sleep, I panicked and had my parents pick me up. This memory feels as though it is cut up to only show me these parts of that night.",
2785,The memory was of a trip that I recently went on and the people which I came on the trip with me and whom I met during the trip. The happy memories from the trip came into my mind throughout the day. I would also feel emotions that I felt during the trip.,
2786,"I often find myself remembering events from when I was in high school at random times. Sometimes I think back to certain classes, or specific days that were of significance to me like meeting a new friend.",
2787,"meet somebody at the mall or something else, i could not remember clearly.",
2788,I went to a party with my friends last year for laurier homecoming. It was one of the most funnest nights I have ever had. My friend got upset at us for teasing her and her reaction was very different from what we expected. Still wonder how that happened till this day...,
2789,"Meeting my current boyfriend for the first time, our first date etc.",
2790,"Remembering my friends and I went to see a sunrise and then went to this one place for breakfast. We waited until it was open sleeping in the car. Then we were the first one's in and the staff was super nice, afterwards, we went to my friend's place to nap",
2791,My first date my boyfriend.,
2792,Vacation.,
2793,Spending time with my family in Bermuda when I was a child.,
2794,"Every time I listen to songs from the Sound of Music, memories with my mother pop to my mind. More specifically, watching it with her as a child, as it is something I really enjoyed. At times, I deliberately listen (as I know these memories pop up) to it to take me back to easier times.",
2795,"The most frequent memory consisted of me and my older sister playing games when we were 6/7 and 9/10. We would often pretend that we were a teacher and a student, sisters in high school, spies, etc. Sometimes we would also use props like a pair of earrings as ""coms"" or a pointer for a lesson in ""class"".",
2796,playing rugby,
2797,My friend and I used to go to after school tuition. There was this one girl who was complaining and it disrupted the whole class and my friend and I could not stop laughing. We both got punished for that.,
2798,I met someone on vacation. We hit it off and had sex a few times during that trip. Upon returning home we continued to meet. I often have memories of our time away and particularly of our sex.,
2799,N/A,
2800,In the gates to a ski downhill race. Waiting for the call to go.,
2801,"A brief recollection I have is going to a nice park with my boyfriend and having a nice walk. This moment consisted of deep talks, loving moments, and quality time. This comes into my mind due to us having such a special time together.",
2802,"Sometimes memories from high school will return to me without me trying to think about it. They don't necessarily reoccur that much but are usually different fragments of my highschool life, Some of them might be having lunch with friends, going to clubs after school, or just simply chatting in classrooms.",
2803,Winning a sporting event. I was walking and I just remembered moments in the game that occurred. It was a positive recollection.,
2804,childhood memories with family,
2805,not comfortable explaining,
2806,"One particular memory was about being on vacation with family. We were in a tropical location, although because it was the middle of winter it was actually pretty cold. Occasionally I will remember this experience.",
2807,I am laying on my bed in my childhood home.  It is a summer night and the window is open.  The sun hasn't set yet but it is bedtime.  I can hear and smell the summer outside.,
2808,Memories of my father buying our first car and taking me with him to buy it. i remember sitting in the back seat watching him talk to the salesman as they closed the deal.,
2809,Remember playing soccer with old childhood friends at a local park. The game took place in the night and I was running up the field with the ball.,
2810,"I can't think of specific memories at the moment that will pop into my head, however, I often find that I go to share a memory with a friend only for them to tell me that I have told them the same story multiple times before. Sometimes they are about things that happened when I was little, or in grade school, or anecdotes that I had wanted to tell someone once and completely forgot about until I remembered later on.",
2811,"These events tend to be about the same fantasies or ""happy"" experiences from my last job. I get flashbacks of conversations with attractive coworkers and reflect in different ways. Sometimes I think of things I wish I said or just reenact the scenarios in my head. they tend to be about deep, funny or exciting conversations I had with coworkers.",
2812,Sitting in the car in Bahrain. It is night time and it's raining. I'm in the car outside of an apartment.,
2813,Memories about past significant events such as birthday parties or memorable moments spent with family and friends.,
2814,"Time spent with someone that I was very close to but no longer am. The moments and experiences, simple things like revisiting locations and having similar conversations with someone else sparks the memory.",
2815,"I recalled the events of a night out with friends. We were drinking a lot and I had acted in a bold, loud, and rambunctious manner which is not common for me. The events of the night were overall fun and harmless, and returned to my mind easily, despite the copious amount of alcohol involved.",
2816,"My first kiss, dates, and times spent with my ex.",
2817,I was in a field working out with a friend. It was a sunny day and I was catching my friend and tossing her around.,
2818,n/a,
2819,"My high school graduation—dancing in front of the stage with my friends. The music was too loud and I'd never actually danced at a dance before, but we were all jumping around so I did too. Some people were drunk, but the rest of us were just out there having a good time",
2820,It just puts me back into the emotions that I was feeling during the event.,
2821,A guy that I really liked and was seeing came into a bar with other girls. He refused to dance with me and didn't want to talk to me. He then proceeded to break up with me in the middle of the bar.,
2822,"Memory is of an attempt to take down a video from youtube. It was a lecture in a small community setting and organizers agreed that they would not upload any pictures or video recordings. However they uploaded an official video, violating the event. Th ordeal is yet to be resolved.",
2823,"My friend I am were driving somewhere and were stopped behind a car at a red light. When the light turned green the car in front of us did not move so we drove past them and my friend noticed their face and said they looked like something was wrong. We parked our car and ran back to were we saw the stopped car at the red light. There was someone passed out in the driver's seat with music blaring, their heart beat racing in their throat, and I watched their eyes turn back into their head. We called 911 and watched as they came and dragged him out of his car and onto the ground to preform CPR. After this and before taking him away they told us that he was dead when they first arrived but they were able to bring him back.",
2824,usually involves me saying something that I regret or feel embarrassed about.,
2825,"I have had traumas that have happened to me over the years, so nightmares are common. This was a car accident and an assault that I have struggled with. I have recalled the details of the events like I am reliving it.",
2826,"parents fighting when I was younger, flashbacks from when I was depressed a few years ago",
2827,"Memory of my partner and I tent camping at a state park last August in Michigan, US. We were camping just the two of us (our first trip together) and had become slightly intoxicated around the campfire after dinner.This was just after our 1st year anniversary of dating. It was still light outside and we had began to discuss aspects of our relationship together. My partner disclosed that although he had told me he was unsure he wanted to have children in the future, he actually decided he never wanted children. This cut me deeply as I very clearly communicated early on, as early as the third date, and even more so 2-3 months into dating, that not wanting to have children was a deal breaker for me.  That utter helplessness, feeling of betrayal and loss frequently will pop into my mind. My memory is how I felt in that moment, like my relationship was over, anger that he had kept this to himself instead of making this decision earlier on before I was so emotionally involved. I felt I had made sacrifices and changes in my life and plans in order to accommodate our future. I felt like this was an attack on me, saying that he really didn't want to be with me. I felt led on by him as he had casually mentioned ""If I had a kid..."" in certain situations and had not said anything to me when I discussed future children.",
2828,It was a traumatic experience I had when I was 15. My parents were banning me from talking to someone I considered my best friend and mentor. They did so because she was older than me by 8 years and they suspected we were in a relationship. My father threatened to kick me out of the house and my mother became very unresponsive.,
2829,Sometimes I remember the time I yelled at my friends at the mall because of they were being mean to me and all i wanted to do was go home. So I yelled at them telling them that my mum was coming to get me and if they didn't come with me they would have to find their own way home.,
2830,Seeing a friend talking to someone from down an aisle and when we made eye contact they looked away and ran off.,
2831,I was talking to someone I am typically tense around with my partner (at the time) beside me. This individual went to shake my partners hand and I was so nervous about doing the right thing that I intercepted the handshake and shook his hand first. It was very weird and I still think about it to this day.,
2832,something inappropriate happened to me. I was scared and frozen. I felt hopeless.,
2833,The memory that came to my mind was when my mom told me that she wasn't going to do chemo treatment after she was diagnosed with cancer. I remember exactly how she told me and my reaction - I cried so much. I left the hospital room so she wouldn't see me cry and I felt my world had ended.,
2834,Me being with my ex when we broke up. I picture their face and them talking. I picture them leaving me.,
2835,I was involved in responding to the suicide of someone I knew. The memory is watching their body exit the building on a stretcher while a paramedic attempted to resuscitate them.,
2836,At parties I often feel uncomfortable and judged for being awkward and shy. I often feel myself being quiet and shy around strangers at a gathering and often think about whether or not people like me. The past experience i had was at a stag and doe in which I felt myself trying to avoid talking to stranger but then later thinking about how those people may think I'm mean.,
2837,"I was doing a presentation in front of a class in the third grade, and I started stumbling on the first few words. I was so stressed about messing up that I had to leave the room to cry. I remember the feeling of standing up at the front and just being so upset I couldn't handle it.",
2838,Thinking about my childhood.,
2839,"Reading an email from a classmate who was angry about the comments I had made on a group project we had done because they thought I was calling them stupid. I just remember the moment super vividly from the point of opening the email, how I physically felt, the blood and panic rushing to my head.",
2840,No,
2841,My step father passing away. I often recall my mother's reaction and the home atmosphere that transpired. I am often triggered to think of my step father when he was young and healthy by various random things I encounter on a normal basis.,
2842,I dont wish to do so.,
2843,Recent recollections started happening after my first ever break up. Recollections of all the memories we have made together. It was happy and bittersweet. Then of the night that we broke up which filled me with sad emotions.,
2844,a fight between my father and I. a disagreement that will push me to move out,
2845,I remember throwing up and having a very intense headache. I was pretty young. My mom called the telehealth line.,
2846,I think of certain situations that were embarrasing or shameful. I think about them and i cannot stop myself of just thinking of more and more. Once i start it is hard for me to stop.,
2847,"The fear, anxiety and slight shame of being little and my father asking me to 'pull my pants down' as I know I am about to be spanked. It's to like a full memory, just a sudden spike of unpleasant feelings that you make all efforts to push from your mind as fast as possible.",
2848,The times I have been sexually assaulted,
2849,A confrontation with an ex-friend,
2850,i remember my dad and how he used to get angry at my mom.,
2851,a break up with my ex boyfriend. why it happened and if there was something that i could have done to avoid it,
2852,memories of someone i used to be with and ended in a traumatic break up left with unsettling feelings and emotions.,
2853,The time my friend at the time betrayed me.,
2854,The event that sometimes pops into my brain is my breakup with my ex.  It happened about a year ago and it was very unexpected.  I experienced a lot of sadness for a great deal of time afterwards.,
2855,"If I say something I regret, like something that makes me feel like a bad person (because I generally describe myself as a good person so it feels conflicting).",
2856,Having an awkward/uncomfortable encounter with someone I am interested in. In the conversation I feel I said too much and this encounter often pops into my head when I am bored and makes me feel uncomfortable.,
2857,Being unfit and not healthy from 4 months ago eating too much at a family gathering. Where I ate too much and stuffed myself with food as well as not being able to access a gym. This made me think bad about my self-image.,
2858,crying and being upset at the death of someone I know,
2859,Interactions with other people that could have led to a more positive situation if I had acted in a different matter. Missed opportunities where I think about what could have been. Also thinking why I did not act in a certain manner when it was what I wanted.,
2860,"Kissing my ex-boyfriend and feeling physically repulsed by the idea of it. I can see his face, and feel the experience but it is not a pleasant one. I feel his hands all over and it makes me uncomfortable.",
2861,rape,
2862,Recollection of grade 8 history class and the teacher I had. I recalled how bad the the students were to our teacher and how he handled it. I remember him sending everyone outside for misbehaving.,
2863,"i am young and a child. I am cutting my own hair with blunt scissors and hide the hair in my mom's garbage. I go to bed, my mom opens the door and gets angry that i cut my own hair.",
2864,"I am a young child in elementary school. My teacher had assigned us to group work. I was talking to someone and said something embarrassing, but at that moment everyone else in the class had stopped talking. The whole class turned and looked at me.",
2865,"Memories of me as a young child visiting my dying father in the hospital. I can smell, see, hear, and completely visualize everything around me. Everything is very vivid in that memory.",
2866,Picking up things,
2867,"Being raped, remembering the weight of the person on top of me and not being able to fight or push them off. Remembering saying no but the person continuing to abuse me. Feeling gross afterwards",
2868,"I remember how depressed I used to be and how I would need therapy and medication. I would skip classes and not take notes, and be unable to do anything. My mother would yell at me if she saw me crying, so I locked myself in my room or a bathroom to cry alone.",
2869,"My father's heart attack that he got 3 years ago. It still plays in my mind the exact moment I found out, and all my feelings and fears.",
2870,Usually memories that are associated with more unpleasant feelings,
2871,i embarrassed myself in front of a person i find attractive by saying something really obviously incorrect,
2872,"being iced out of my former friend group by a couple of friends, the way it happened, the reaction and events occurring before/after.",
2873,It would be a depressive episode from Fall 2018. I remember the people associated with when I was feeling really low.,
2874,"I keep remembering the day they I finally decided to stop communicating with an important person in my life. I had had a very conflicted relationship with him for 6 years prior to the event that lead to its end. It was the last straw, I thought he changed his ways and that having a health relationship would be possible but when I needed him most (during one of the most difficult times in my life, I was self harming and suicidal) he showed his true colors and he made it clear that I shouldn't try to keep him in my life when he couldn't be the person I needed. He left me and stopped communication 4 years ago as of Jan 9th.",
2875,a fight resulting in distrust with my boyfriend,
2876,I remembered a fight that happened at my friends 20th birthday party. I was with my boyfriend at the time who purchased a bottle at the club and was letting certain people take shots out of it. One girl was upset because he wasn't sharing one bottle for an entire party of 30 people.,
2877,"almost getting into an accident while driving. making a left turn at a traffic light when i should not have and almost getting t-boned. No actual contact between cars, I just got honked at and yelled at by my dad. I am still learning to drive and have my G2",
2878,"I had a crush on my longtime friend. During St. Patricks Day we bonded, and I thought I might have a chance. After that day he stopped talking to me.",
2879,"Once when I was younger, my parents got my brother and I a balloon to share at a fair. Upon arriving home I started playing by winding the string through an outdoor fence. My father reflected that I would lose it, and of course, it slipped from my hand and blew away. Because it was a rare occasion and I lost it for both myself and my brother, my heart ""sunk"".",
2880,I was eating my lunch in a bathroom stall at summer school in 11th grade.  My had no one to eat my lunch with and had felt too uncomfortable eating alone in the open so I spent the whole break in a bathroom stall for the first time.,
2881,Sexual trauma as a child,
2882,i remember it happening,
2883,it was a fight I had with my boyfriend a while back. We were arguing about something irrelevant to anything and I thought it was just a friendly debate about a topic. He got offended and started degrading me.,
2884,"I had an argument with my ex-roommate after we both moved out. She claimed I still owed her some money but I thought I had already paid her back. She also still had quite a few items stored in my apartment, so the situation was tense when trying to resolve that.",
2885,I have done something embarrassing and others are looking at me. They are laughing how ridiculous my actions were.,
2886,I remember a time I went to a concert and saw a friend there that I am no longer friends with anymore. The interaction was extremely friendly but at the same time it wasn't the same as it used to be and it felt like I was interacting with someone that I just met.,
2887,I remember certain times in my first year of university.,
2888,People lying. Betrayal occurring. The truth always comes out.,
2889,"hearing a theme song of a show play, feeling the cruel tragedy of the scenes and ideas accented by the song -my breath and emotions heaving as the pitch of the chorus would dip higher -recalling the tension around the eyes after tears had dried up",
2890,I'm not exaclty sure.,
2891,memories about grade school -remember situations that I feel like I have failed/ situations I am embarrassed about or make me angry are the most reoccuring,
2892,The memory comes to me clearly. I remember the details and how I felt when it happened. I try not to experience those emotions as I am having that memory and try to think of other things.,
2893,I keep thinking about whether I am doing enough to feel proud of myself. and if my work is enough to make my parents proud. and whether I will be able to achieve my goals with the amount of work I have put in.,
2894,"I was at the airport leaving for Canada to study abroad. We had breakfast at the airport and after that my parents and I sat in silence. I was trying to control my emotions but as we were leaving the restaurant and walking towards the departure gate, I started sobbing.",
2895,"One memory that is recollected most often is when I was in high school, after I attended youth group,  a majority of the students would walk to Wendy's afterwards. One time, when at Wendy's, I went up to this one girl who I did not know super well and I said to her, something along the lines of, ""is it hard to find shirts at the mall with boobs that small"".",
2896,About the fight that I had with my roommate as she blamed me for something I haven't done. It just disturbed me and constantly recalling them and rethink what I should hav done when I was during the time,
2897,boyfriend spending a lot of time with close female friend triggering a year's worth of panic attacks,
2898,"Memory is vivid, upsetting and easy to remember. It makes me angry. It also involves multiple people, many of which I have not seen or spoken to in years.",
2899,Leaving my profession and the difficulty in making that decision. Asking counselors whether I was depressed or just disliked the work and getting no answer. What could I have done differently to really enjoy my work. Was it laziness or lack of interest or was it a bad fit for me.,
2900,my father's past drug abuse.,
2901,"Most of them are embarrassing events, such as terrible presentation in the class",
